"","simFolder","simName","simFile","simInfo","simDate","scenario","mp","tMP","nT","nReps","rank","group"
"402","sim_071220151344051","sim_071220151344051","sim_071220151344051.Rdata","sim_071220151344051.info","71220151344051","NCod83HistM.csv","Dm1Dv0.1Mm0.5Mv0.2Q0",33,52,50,402,1
"403","sim_071220151344087","sim_071220151344087","sim_071220151344087.Rdata","sim_071220151344087.info","71220151344087","NCod83HistM.csv","Dm1.5Dv0.1Mm0.5Mv0.2Q0",33,52,50,403,1
"404","sim_071220151344121","sim_071220151344121","sim_071220151344121.Rdata","sim_071220151344121.info","71220151344121","NCod83HistM.csv","Dm2Dv0.1Mm0.5Mv0.2Q0",33,52,50,404,1
"405","sim_071220151344155","sim_071220151344155","sim_071220151344155.Rdata","sim_071220151344155.info","71220151344155","NCod83HistM.csv","Dm0.5Dv0.2Mm0.5Mv0.2Q0",33,52,50,405,1
"406","sim_071220151344191","sim_071220151344191","sim_071220151344191.Rdata","sim_071220151344191.info","71220151344191","NCod83HistM.csv","Dm1Dv0.2Mm0.5Mv0.2Q0",33,52,50,406,1
"407","sim_071220151344226","sim_071220151344226","sim_071220151344226.Rdata","sim_071220151344226.info","71220151344226","NCod83HistM.csv","Dm1.5Dv0.2Mm0.5Mv0.2Q0",33,52,50,407,1
"408","sim_071220151344260","sim_071220151344260","sim_071220151344260.Rdata","sim_071220151344260.info","71220151344260","NCod83HistM.csv","Dm2Dv0.2Mm0.5Mv0.2Q0",33,52,50,408,1
"409","sim_071220151344296","sim_071220151344296","sim_071220151344296.Rdata","sim_071220151344296.info","71220151344296","NCod83HistM.csv","Dm0.5Dv0.3Mm0.5Mv0.2Q0",33,52,50,409,1
"410","sim_071220151344330","sim_071220151344330","sim_071220151344330.Rdata","sim_071220151344330.info","71220151344330","NCod83HistM.csv","Dm1Dv0.3Mm0.5Mv0.2Q0",33,52,50,410,1
"411","sim_071220151344366","sim_071220151344366","sim_071220151344366.Rdata","sim_071220151344366.info","71220151344366","NCod83HistM.csv","Dm1.5Dv0.3Mm0.5Mv0.2Q0",33,52,50,411,1
"412","sim_071220151344401","sim_071220151344401","sim_071220151344401.Rdata","sim_071220151344401.info","71220151344401","NCod83HistM.csv","Dm2Dv0.3Mm0.5Mv0.2Q0",33,52,50,412,1
"413","sim_071220151344436","sim_071220151344436","sim_071220151344436.Rdata","sim_071220151344436.info","71220151344436","NCod83HistM.csv","Dm0.5Dv0.4Mm0.5Mv0.2Q0",33,52,50,413,1
"414","sim_071220151344470","sim_071220151344470","sim_071220151344470.Rdata","sim_071220151344470.info","71220151344470","NCod83HistM.csv","Dm1Dv0.4Mm0.5Mv0.2Q0",33,52,50,414,1
"415","sim_071220151344505","sim_071220151344505","sim_071220151344505.Rdata","sim_071220151344505.info","71220151344505","NCod83HistM.csv","Dm1.5Dv0.4Mm0.5Mv0.2Q0",33,52,50,415,1
"416","sim_071220151344540","sim_071220151344540","sim_071220151344540.Rdata","sim_071220151344540.info","71220151344540","NCod83HistM.csv","Dm2Dv0.4Mm0.5Mv0.2Q0",33,52,50,416,1
"417","sim_071220151344575","sim_071220151344575","sim_071220151344575.Rdata","sim_071220151344575.info","71220151344575","NCod83HistM.csv","Dm0.5Dv0.5Mm0.5Mv0.2Q0",33,52,50,417,1
"418","sim_071220151345010","sim_071220151345010","sim_071220151345010.Rdata","sim_071220151345010.info","71220151345010","NCod83HistM.csv","Dm1Dv0.5Mm0.5Mv0.2Q0",33,52,50,418,1
"419","sim_071220151345046","sim_071220151345046","sim_071220151345046.Rdata","sim_071220151345046.info","71220151345046","NCod83HistM.csv","Dm1.5Dv0.5Mm0.5Mv0.2Q0",33,52,50,419,1
"420","sim_071220151345081","sim_071220151345081","sim_071220151345081.Rdata","sim_071220151345081.info","71220151345081","NCod83HistM.csv","Dm2Dv0.5Mm0.5Mv0.2Q0",33,52,50,420,1
"421","sim_071220151345117","sim_071220151345117","sim_071220151345117.Rdata","sim_071220151345117.info","71220151345117","NCod83HistM.csv","Dm0.5Dv0.1Mm1Mv0.2Q0",33,52,50,421,1
"422","sim_071220151345152","sim_071220151345152","sim_071220151345152.Rdata","sim_071220151345152.info","71220151345152","NCod83HistM.csv","Dm1Dv0.1Mm1Mv0.2Q0",33,52,50,422,1
"423","sim_071220151345188","sim_071220151345188","sim_071220151345188.Rdata","sim_071220151345188.info","71220151345188","NCod83HistM.csv","Dm1.5Dv0.1Mm1Mv0.2Q0",33,52,50,423,1
"424","sim_071220151345222","sim_071220151345222","sim_071220151345222.Rdata","sim_071220151345222.info","71220151345222","NCod83HistM.csv","Dm2Dv0.1Mm1Mv0.2Q0",33,52,50,424,1
"425","sim_071220151345257","sim_071220151345257","sim_071220151345257.Rdata","sim_071220151345257.info","71220151345257","NCod83HistM.csv","Dm0.5Dv0.2Mm1Mv0.2Q0",33,52,50,425,1
"426","sim_071220151345293","sim_071220151345293","sim_071220151345293.Rdata","sim_071220151345293.info","71220151345293","NCod83HistM.csv","Dm1Dv0.2Mm1Mv0.2Q0",33,52,50,426,1
"427","sim_071220151345328","sim_071220151345328","sim_071220151345328.Rdata","sim_071220151345328.info","71220151345328","NCod83HistM.csv","Dm1.5Dv0.2Mm1Mv0.2Q0",33,52,50,427,1
"428","sim_071220151345364","sim_071220151345364","sim_071220151345364.Rdata","sim_071220151345364.info","71220151345364","NCod83HistM.csv","Dm2Dv0.2Mm1Mv0.2Q0",33,52,50,428,1
"429","sim_071220151345402","sim_071220151345402","sim_071220151345402.Rdata","sim_071220151345402.info","71220151345402","NCod83HistM.csv","Dm0.5Dv0.3Mm1Mv0.2Q0",33,52,50,429,1
"430","sim_071220151345438","sim_071220151345438","sim_071220151345438.Rdata","sim_071220151345438.info","71220151345438","NCod83HistM.csv","Dm1Dv0.3Mm1Mv0.2Q0",33,52,50,430,1
"431","sim_071220151345473","sim_071220151345473","sim_071220151345473.Rdata","sim_071220151345473.info","71220151345473","NCod83HistM.csv","Dm1.5Dv0.3Mm1Mv0.2Q0",33,52,50,431,1
"432","sim_071220151345508","sim_071220151345508","sim_071220151345508.Rdata","sim_071220151345508.info","71220151345508","NCod83HistM.csv","Dm2Dv0.3Mm1Mv0.2Q0",33,52,50,432,1
"433","sim_071220151345544","sim_071220151345544","sim_071220151345544.Rdata","sim_071220151345544.info","71220151345544","NCod83HistM.csv","Dm0.5Dv0.4Mm1Mv0.2Q0",33,52,50,433,1
"434","sim_071220151345579","sim_071220151345579","sim_071220151345579.Rdata","sim_071220151345579.info","71220151345579","NCod83HistM.csv","Dm1Dv0.4Mm1Mv0.2Q0",33,52,50,434,1
"435","sim_071220151346014","sim_071220151346014","sim_071220151346014.Rdata","sim_071220151346014.info","71220151346014","NCod83HistM.csv","Dm1.5Dv0.4Mm1Mv0.2Q0",33,52,50,435,1
"436","sim_071220151346049","sim_071220151346049","sim_071220151346049.Rdata","sim_071220151346049.info","71220151346049","NCod83HistM.csv","Dm2Dv0.4Mm1Mv0.2Q0",33,52,50,436,1
"437","sim_071220151346086","sim_071220151346086","sim_071220151346086.Rdata","sim_071220151346086.info","71220151346086","NCod83HistM.csv","Dm0.5Dv0.5Mm1Mv0.2Q0",33,52,50,437,1
"438","sim_071220151346121","sim_071220151346121","sim_071220151346121.Rdata","sim_071220151346121.info","71220151346121","NCod83HistM.csv","Dm1Dv0.5Mm1Mv0.2Q0",33,52,50,438,1
"439","sim_071220151346156","sim_071220151346156","sim_071220151346156.Rdata","sim_071220151346156.info","71220151346156","NCod83HistM.csv","Dm1.5Dv0.5Mm1Mv0.2Q0",33,52,50,439,1
"440","sim_071220151346193","sim_071220151346193","sim_071220151346193.Rdata","sim_071220151346193.info","71220151346193","NCod83HistM.csv","Dm2Dv0.5Mm1Mv0.2Q0",33,52,50,440,1
"441","sim_071220151346227","sim_071220151346227","sim_071220151346227.Rdata","sim_071220151346227.info","71220151346227","NCod83HistM.csv","Dm0.5Dv0.1Mm1.5Mv0.2Q0",33,52,50,441,1
"442","sim_071220151346264","sim_071220151346264","sim_071220151346264.Rdata","sim_071220151346264.info","71220151346264","NCod83HistM.csv","Dm1Dv0.1Mm1.5Mv0.2Q0",33,52,50,442,1
"443","sim_071220151346298","sim_071220151346298","sim_071220151346298.Rdata","sim_071220151346298.info","71220151346298","NCod83HistM.csv","Dm1.5Dv0.1Mm1.5Mv0.2Q0",33,52,50,443,1
"444","sim_071220151346335","sim_071220151346335","sim_071220151346335.Rdata","sim_071220151346335.info","71220151346335","NCod83HistM.csv","Dm2Dv0.1Mm1.5Mv0.2Q0",33,52,50,444,1
"445","sim_071220151346370","sim_071220151346370","sim_071220151346370.Rdata","sim_071220151346370.info","71220151346370","NCod83HistM.csv","Dm0.5Dv0.2Mm1.5Mv0.2Q0",33,52,50,445,1
"446","sim_071220151346406","sim_071220151346406","sim_071220151346406.Rdata","sim_071220151346406.info","71220151346406","NCod83HistM.csv","Dm1Dv0.2Mm1.5Mv0.2Q0",33,52,50,446,1
"447","sim_071220151346441","sim_071220151346441","sim_071220151346441.Rdata","sim_071220151346441.info","71220151346441","NCod83HistM.csv","Dm1.5Dv0.2Mm1.5Mv0.2Q0",33,52,50,447,1
"448","sim_071220151346477","sim_071220151346477","sim_071220151346477.Rdata","sim_071220151346477.info","71220151346477","NCod83HistM.csv","Dm2Dv0.2Mm1.5Mv0.2Q0",33,52,50,448,1
"449","sim_071220151346513","sim_071220151346513","sim_071220151346513.Rdata","sim_071220151346513.info","71220151346513","NCod83HistM.csv","Dm0.5Dv0.3Mm1.5Mv0.2Q0",33,52,50,449,1
"450","sim_071220151346550","sim_071220151346550","sim_071220151346550.Rdata","sim_071220151346550.info","71220151346550","NCod83HistM.csv","Dm1Dv0.3Mm1.5Mv0.2Q0",33,52,50,450,1
"451","sim_071220151346585","sim_071220151346585","sim_071220151346585.Rdata","sim_071220151346585.info","71220151346585","NCod83HistM.csv","Dm1.5Dv0.3Mm1.5Mv0.2Q0",33,52,50,451,1
"452","sim_071220151347021","sim_071220151347021","sim_071220151347021.Rdata","sim_071220151347021.info","71220151347021","NCod83HistM.csv","Dm2Dv0.3Mm1.5Mv0.2Q0",33,52,50,452,1
"453","sim_071220151347057","sim_071220151347057","sim_071220151347057.Rdata","sim_071220151347057.info","71220151347057","NCod83HistM.csv","Dm0.5Dv0.4Mm1.5Mv0.2Q0",33,52,50,453,1
"454","sim_071220151347093","sim_071220151347093","sim_071220151347093.Rdata","sim_071220151347093.info","71220151347093","NCod83HistM.csv","Dm1Dv0.4Mm1.5Mv0.2Q0",33,52,50,454,1
"455","sim_071220151347129","sim_071220151347129","sim_071220151347129.Rdata","sim_071220151347129.info","71220151347129","NCod83HistM.csv","Dm1.5Dv0.4Mm1.5Mv0.2Q0",33,52,50,455,1
"456","sim_071220151347166","sim_071220151347166","sim_071220151347166.Rdata","sim_071220151347166.info","71220151347166","NCod83HistM.csv","Dm2Dv0.4Mm1.5Mv0.2Q0",33,52,50,456,1
"457","sim_071220151347201","sim_071220151347201","sim_071220151347201.Rdata","sim_071220151347201.info","71220151347201","NCod83HistM.csv","Dm0.5Dv0.5Mm1.5Mv0.2Q0",33,52,50,457,1
"458","sim_071220151347237","sim_071220151347237","sim_071220151347237.Rdata","sim_071220151347237.info","71220151347237","NCod83HistM.csv","Dm1Dv0.5Mm1.5Mv0.2Q0",33,52,50,458,1
"459","sim_071220151347273","sim_071220151347273","sim_071220151347273.Rdata","sim_071220151347273.info","71220151347273","NCod83HistM.csv","Dm1.5Dv0.5Mm1.5Mv0.2Q0",33,52,50,459,1
"460","sim_071220151347308","sim_071220151347308","sim_071220151347308.Rdata","sim_071220151347308.info","71220151347308","NCod83HistM.csv","Dm2Dv0.5Mm1.5Mv0.2Q0",33,52,50,460,1
"461","sim_071220151347345","sim_071220151347345","sim_071220151347345.Rdata","sim_071220151347345.info","71220151347345","NCod83HistM.csv","Dm0.5Dv0.1Mm2Mv0.2Q0",33,52,50,461,1
"462","sim_071220151347381","sim_071220151347381","sim_071220151347381.Rdata","sim_071220151347381.info","71220151347381","NCod83HistM.csv","Dm1Dv0.1Mm2Mv0.2Q0",33,52,50,462,1
"463","sim_071220151347418","sim_071220151347418","sim_071220151347418.Rdata","sim_071220151347418.info","71220151347418","NCod83HistM.csv","Dm1.5Dv0.1Mm2Mv0.2Q0",33,52,50,463,1
"464","sim_071220151347454","sim_071220151347454","sim_071220151347454.Rdata","sim_071220151347454.info","71220151347454","NCod83HistM.csv","Dm2Dv0.1Mm2Mv0.2Q0",33,52,50,464,1
"465","sim_071220151347491","sim_071220151347491","sim_071220151347491.Rdata","sim_071220151347491.info","71220151347491","NCod83HistM.csv","Dm0.5Dv0.2Mm2Mv0.2Q0",33,52,50,465,1
"466","sim_071220151347526","sim_071220151347526","sim_071220151347526.Rdata","sim_071220151347526.info","71220151347526","NCod83HistM.csv","Dm1Dv0.2Mm2Mv0.2Q0",33,52,50,466,1
"467","sim_071220151347562","sim_071220151347562","sim_071220151347562.Rdata","sim_071220151347562.info","71220151347562","NCod83HistM.csv","Dm1.5Dv0.2Mm2Mv0.2Q0",33,52,50,467,1
"468","sim_071220151347598","sim_071220151347598","sim_071220151347598.Rdata","sim_071220151347598.info","71220151347598","NCod83HistM.csv","Dm2Dv0.2Mm2Mv0.2Q0",33,52,50,468,1
"469","sim_071220151348035","sim_071220151348035","sim_071220151348035.Rdata","sim_071220151348035.info","71220151348035","NCod83HistM.csv","Dm0.5Dv0.3Mm2Mv0.2Q0",33,52,50,469,1
"470","sim_071220151348071","sim_071220151348071","sim_071220151348071.Rdata","sim_071220151348071.info","71220151348071","NCod83HistM.csv","Dm1Dv0.3Mm2Mv0.2Q0",33,52,50,470,1
"471","sim_071220151348107","sim_071220151348107","sim_071220151348107.Rdata","sim_071220151348107.info","71220151348107","NCod83HistM.csv","Dm1.5Dv0.3Mm2Mv0.2Q0",33,52,50,471,1
"472","sim_071220151348144","sim_071220151348144","sim_071220151348144.Rdata","sim_071220151348144.info","71220151348144","NCod83HistM.csv","Dm2Dv0.3Mm2Mv0.2Q0",33,52,50,472,1
"473","sim_071220151348181","sim_071220151348181","sim_071220151348181.Rdata","sim_071220151348181.info","71220151348181","NCod83HistM.csv","Dm0.5Dv0.4Mm2Mv0.2Q0",33,52,50,473,1
"474","sim_071220151348217","sim_071220151348217","sim_071220151348217.Rdata","sim_071220151348217.info","71220151348217","NCod83HistM.csv","Dm1Dv0.4Mm2Mv0.2Q0",33,52,50,474,1
"475","sim_071220151348253","sim_071220151348253","sim_071220151348253.Rdata","sim_071220151348253.info","71220151348253","NCod83HistM.csv","Dm1.5Dv0.4Mm2Mv0.2Q0",33,52,50,475,1
"476","sim_071220151348290","sim_071220151348290","sim_071220151348290.Rdata","sim_071220151348290.info","71220151348290","NCod83HistM.csv","Dm2Dv0.4Mm2Mv0.2Q0",33,52,50,476,1
"477","sim_071220151348327","sim_071220151348327","sim_071220151348327.Rdata","sim_071220151348327.info","71220151348327","NCod83HistM.csv","Dm0.5Dv0.5Mm2Mv0.2Q0",33,52,50,477,1
"478","sim_071220151348364","sim_071220151348364","sim_071220151348364.Rdata","sim_071220151348364.info","71220151348364","NCod83HistM.csv","Dm1Dv0.5Mm2Mv0.2Q0",33,52,50,478,1
"479","sim_071220151348400","sim_071220151348400","sim_071220151348400.Rdata","sim_071220151348400.info","71220151348400","NCod83HistM.csv","Dm1.5Dv0.5Mm2Mv0.2Q0",33,52,50,479,1
"480","sim_071220151348437","sim_071220151348437","sim_071220151348437.Rdata","sim_071220151348437.info","71220151348437","NCod83HistM.csv","Dm2Dv0.5Mm2Mv0.2Q0",33,52,50,480,1
"481","sim_071220151348473","sim_071220151348473","sim_071220151348473.Rdata","sim_071220151348473.info","71220151348473","NCod83HistM.csv","Dm0.5Dv0.1Mm0.5Mv0.4Q0",33,52,50,481,1
"482","sim_071220151348512","sim_071220151348512","sim_071220151348512.Rdata","sim_071220151348512.info","71220151348512","NCod83HistM.csv","Dm1Dv0.1Mm0.5Mv0.4Q0",33,52,50,482,1
"483","sim_071220151348547","sim_071220151348547","sim_071220151348547.Rdata","sim_071220151348547.info","71220151348547","NCod83HistM.csv","Dm1.5Dv0.1Mm0.5Mv0.4Q0",33,52,50,483,1
"484","sim_071220151348583","sim_071220151348583","sim_071220151348583.Rdata","sim_071220151348583.info","71220151348583","NCod83HistM.csv","Dm2Dv0.1Mm0.5Mv0.4Q0",33,52,50,484,1
"485","sim_071220151349021","sim_071220151349021","sim_071220151349021.Rdata","sim_071220151349021.info","71220151349021","NCod83HistM.csv","Dm0.5Dv0.2Mm0.5Mv0.4Q0",33,52,50,485,1
"486","sim_071220151349057","sim_071220151349057","sim_071220151349057.Rdata","sim_071220151349057.info","71220151349057","NCod83HistM.csv","Dm1Dv0.2Mm0.5Mv0.4Q0",33,52,50,486,1
"487","sim_071220151349093","sim_071220151349093","sim_071220151349093.Rdata","sim_071220151349093.info","71220151349093","NCod83HistM.csv","Dm1.5Dv0.2Mm0.5Mv0.4Q0",33,52,50,487,1
"488","sim_071220151349129","sim_071220151349129","sim_071220151349129.Rdata","sim_071220151349129.info","71220151349129","NCod83HistM.csv","Dm2Dv0.2Mm0.5Mv0.4Q0",33,52,50,488,1
"489","sim_071220151349166","sim_071220151349166","sim_071220151349166.Rdata","sim_071220151349166.info","71220151349166","NCod83HistM.csv","Dm0.5Dv0.3Mm0.5Mv0.4Q0",33,52,50,489,1
"490","sim_071220151349203","sim_071220151349203","sim_071220151349203.Rdata","sim_071220151349203.info","71220151349203","NCod83HistM.csv","Dm1Dv0.3Mm0.5Mv0.4Q0",33,52,50,490,1
"491","sim_071220151349240","sim_071220151349240","sim_071220151349240.Rdata","sim_071220151349240.info","71220151349240","NCod83HistM.csv","Dm1.5Dv0.3Mm0.5Mv0.4Q0",33,52,50,491,1
"492","sim_071220151349277","sim_071220151349277","sim_071220151349277.Rdata","sim_071220151349277.info","71220151349277","NCod83HistM.csv","Dm2Dv0.3Mm0.5Mv0.4Q0",33,52,50,492,1
"493","sim_071220151349313","sim_071220151349313","sim_071220151349313.Rdata","sim_071220151349313.info","71220151349313","NCod83HistM.csv","Dm0.5Dv0.4Mm0.5Mv0.4Q0",33,52,50,493,1
"494","sim_071220151349351","sim_071220151349351","sim_071220151349351.Rdata","sim_071220151349351.info","71220151349351","NCod83HistM.csv","Dm1Dv0.4Mm0.5Mv0.4Q0",33,52,50,494,1
"495","sim_071220151349387","sim_071220151349387","sim_071220151349387.Rdata","sim_071220151349387.info","71220151349387","NCod83HistM.csv","Dm1.5Dv0.4Mm0.5Mv0.4Q0",33,52,50,495,1
"496","sim_071220151349423","sim_071220151349423","sim_071220151349423.Rdata","sim_071220151349423.info","71220151349423","NCod83HistM.csv","Dm2Dv0.4Mm0.5Mv0.4Q0",33,52,50,496,1
"497","sim_071220151349460","sim_071220151349460","sim_071220151349460.Rdata","sim_071220151349460.info","71220151349460","NCod83HistM.csv","Dm0.5Dv0.5Mm0.5Mv0.4Q0",33,52,50,497,1
"498","sim_071220151349497","sim_071220151349497","sim_071220151349497.Rdata","sim_071220151349497.info","71220151349497","NCod83HistM.csv","Dm1Dv0.5Mm0.5Mv0.4Q0",33,52,50,498,1
"499","sim_071220151349533","sim_071220151349533","sim_071220151349533.Rdata","sim_071220151349533.info","71220151349533","NCod83HistM.csv","Dm1.5Dv0.5Mm0.5Mv0.4Q0",33,52,50,499,1
"500","sim_071220151349570","sim_071220151349570","sim_071220151349570.Rdata","sim_071220151349570.info","71220151349570","NCod83HistM.csv","Dm2Dv0.5Mm0.5Mv0.4Q0",33,52,50,500,1
"501","sim_071220151350008","sim_071220151350008","sim_071220151350008.Rdata","sim_071220151350008.info","71220151350008","NCod83HistM.csv","Dm0.5Dv0.1Mm1Mv0.4Q0",33,52,50,501,1
"502","sim_071220151350045","sim_071220151350045","sim_071220151350045.Rdata","sim_071220151350045.info","71220151350045","NCod83HistM.csv","Dm1Dv0.1Mm1Mv0.4Q0",33,52,50,502,1
"503","sim_071220151350082","sim_071220151350082","sim_071220151350082.Rdata","sim_071220151350082.info","71220151350082","NCod83HistM.csv","Dm1.5Dv0.1Mm1Mv0.4Q0",33,52,50,503,1
"504","sim_071220151350119","sim_071220151350119","sim_071220151350119.Rdata","sim_071220151350119.info","71220151350119","NCod83HistM.csv","Dm2Dv0.1Mm1Mv0.4Q0",33,52,50,504,1
"505","sim_071220151350155","sim_071220151350155","sim_071220151350155.Rdata","sim_071220151350155.info","71220151350155","NCod83HistM.csv","Dm0.5Dv0.2Mm1Mv0.4Q0",33,52,50,505,1
"506","sim_071220151350193","sim_071220151350193","sim_071220151350193.Rdata","sim_071220151350193.info","71220151350193","NCod83HistM.csv","Dm1Dv0.2Mm1Mv0.4Q0",33,52,50,506,1
"507","sim_071220151350230","sim_071220151350230","sim_071220151350230.Rdata","sim_071220151350230.info","71220151350230","NCod83HistM.csv","Dm1.5Dv0.2Mm1Mv0.4Q0",33,52,50,507,1
"508","sim_071220151350267","sim_071220151350267","sim_071220151350267.Rdata","sim_071220151350267.info","71220151350267","NCod83HistM.csv","Dm2Dv0.2Mm1Mv0.4Q0",33,52,50,508,1
"509","sim_071220151350305","sim_071220151350305","sim_071220151350305.Rdata","sim_071220151350305.info","71220151350305","NCod83HistM.csv","Dm0.5Dv0.3Mm1Mv0.4Q0",33,52,50,509,1
"510","sim_071220151350341","sim_071220151350341","sim_071220151350341.Rdata","sim_071220151350341.info","71220151350341","NCod83HistM.csv","Dm1Dv0.3Mm1Mv0.4Q0",33,52,50,510,1
"511","sim_071220151350378","sim_071220151350378","sim_071220151350378.Rdata","sim_071220151350378.info","71220151350378","NCod83HistM.csv","Dm1.5Dv0.3Mm1Mv0.4Q0",33,52,50,511,1
"512","sim_071220151350414","sim_071220151350414","sim_071220151350414.Rdata","sim_071220151350414.info","71220151350414","NCod83HistM.csv","Dm2Dv0.3Mm1Mv0.4Q0",33,52,50,512,1
"513","sim_071220151350451","sim_071220151350451","sim_071220151350451.Rdata","sim_071220151350451.info","71220151350451","NCod83HistM.csv","Dm0.5Dv0.4Mm1Mv0.4Q0",33,52,50,513,1
